time,temperature_2m,relative_humidity_2m,wind_speed_10m
2024-06-02 23:00:00,13.3,91,2.4
2024-06-03 00:00:00,13.4,91,3.3
2024-06-03 01:00:00,13.2,92,4.2
2024-06-03 02:00:00,13.4,86,2.8
2024-06-03 03:00:00,13.2,89,3.6
2024-06-03 04:00:00,12.9,90,0.0
2024-06-03 05:00:00,12.9,89,0.0
2024-06-03 06:00:00,12.4,91,3.1
2024-06-03 07:00:00,13.1,89,4.1
2024-06-03 08:00:00,14.6,82,1.8
2024-06-03 09:00:00,15.7,78,1.5
2024-06-03 10:00:00,15.7,79,4.0
2024-06-03 11:00:00,16.1,78,6.6
2024-06-03 12:00:00,18.0,69,7.6
2024-06-03 13:00:00,19.0,61,12.2
2024-06-03 14:00:00,19.9,58,11.8
2024-06-03 15:00:00,19.6,58,10.5
2024-06-03 16:00:00,18.7,62,12.0
2024-06-03 17:00:00,17.2,68,10.9
2024-06-03 18:00:00,14.7,82,4.5
2024-06-03 19:00:00,13.1,94,2.7
2024-06-03 20:00:00,12.8,91,5.1
2024-06-03 21:00:00,12.5,92,4.3
2024-06-03 22:00:00,12.4,93,2.7
2024-06-03 23:00:00,12.4,94,2.3
2024-06-04 00:00:00,11.6,96,3.7
2024-06-04 01:00:00,11.6,97,2.7
2024-06-04 02:00:00,11.9,97,2.0
2024-06-04 03:00:00,11.5,99,1.0
2024-06-04 04:00:00,11.6,99,3.1
2024-06-04 05:00:00,11.4,99,3.2
2024-06-04 06:00:00,11.2,97,3.1
2024-06-04 07:00:00,11.8,99,3.3
2024-06-04 08:00:00,12.8,94,1.9
2024-06-04 09:00:00,14.1,88,1.6
2024-06-04 10:00:00,14.4,88,4.7
2024-06-04 11:00:00,16.2,76,6.6
2024-06-04 12:00:00,18.0,63,13.2
2024-06-04 13:00:00,18.1,63,14.9
2024-06-04 14:00:00,18.1,65,14.5
2024-06-04 15:00:00,17.6,66,15.1
2024-06-04 16:00:00,16.9,69,10.7
2024-06-04 17:00:00,15.6,73,8.5
2024-06-04 18:00:00,13.8,85,3.7
2024-06-04 19:00:00,12.1,96,1.9
2024-06-04 20:00:00,11.4,96,4.1
2024-06-04 21:00:00,10.3,99,5.2
2024-06-04 22:00:00,10.8,99,5.3
2024-06-04 23:00:00,11.6,97,2.3
2024-06-05 00:00:00,10.9,98,4.2
2024-06-05 01:00:00,11.2,97,4.0
2024-06-05 02:00:00,11.6,95,3.3
2024-06-05 03:00:00,11.4,97,3.4
2024-06-05 04:00:00,11.4,97,3.6
2024-06-05 05:00:00,11.4,97,3.6
2024-06-05 06:00:00,12.0,93,1.6
2024-06-05 07:00:00,12.6,91,2.1
2024-06-05 08:00:00,13.6,85,4.8
2024-06-05 09:00:00,15.3,77,5.1
2024-06-05 10:00:00,17.5,67,6.6
2024-06-05 11:00:00,17.4,69,6.0
2024-06-05 12:00:00,17.5,70,8.5
2024-06-05 13:00:00,17.4,70,9.6
2024-06-05 14:00:00,17.5,70,8.9
2024-06-05 15:00:00,18.4,66,10.2
2024-06-05 16:00:00,17.0,72,8.9
2024-06-05 17:00:00,16.2,75,9.6
2024-06-05 18:00:00,14.3,85,8.5
2024-06-05 19:00:00,12.9,93,5.4
2024-06-05 20:00:00,11.6,97,3.6
2024-06-05 21:00:00,11.4,99,4.1
2024-06-05 22:00:00,11.2,99,4.8
2024-06-05 23:00:00,10.4,100,5.4
2024-06-06 00:00:00,10.1,100,4.7
2024-06-06 01:00:00,10.2,100,3.1
2024-06-06 02:00:00,8.9,100,4.8
2024-06-06 03:00:00,8.4,100,5.8
2024-06-06 04:00:00,8.4,100,3.7
2024-06-06 05:00:00,7.9,100,6.4
2024-06-06 06:00:00,8.1,100,4.7
2024-06-06 07:00:00,11.7,97,1.8
2024-06-06 08:00:00,14.4,83,3.0
2024-06-06 09:00:00,15.9,77,3.1
2024-06-06 10:00:00,17.6,70,3.3
2024-06-06 11:00:00,17.5,71,5.5
2024-06-06 12:00:00,19.2,65,4.7
2024-06-06 13:00:00,17.9,73,11.0
2024-06-06 14:00:00,17.5,74,7.6
2024-06-06 15:00:00,17.6,70,9.5
2024-06-06 16:00:00,17.5,71,9.2
2024-06-06 17:00:00,15.8,84,7.7
2024-06-06 18:00:00,14.0,75,6.0
2024-06-06 19:00:00,11.9,94,4.2
2024-06-06 20:00:00,12.8,93,5.2
2024-06-06 21:00:00,12.1,95,4.3
2024-06-06 22:00:00,11.2,96,4.3
2024-06-06 23:00:00,10.6,97,4.1
2024-06-07 00:00:00,10.1,98,3.5
2024-06-07 01:00:00,9.8,99,3.1
2024-06-07 02:00:00,8.3,100,4.2
2024-06-07 03:00:00,9.1,98,2.3
2024-06-07 04:00:00,8.8,98,3.3
2024-06-07 05:00:00,8.8,97,3.3
2024-06-07 06:00:00,9.1,96,3.1
2024-06-07 07:00:00,11.6,85,2.2
2024-06-07 08:00:00,13.5,79,1.6
2024-06-07 09:00:00,14.1,78,1.3
2024-06-07 10:00:00,15.9,72,2.2
2024-06-07 11:00:00,17.6,66,4.0
2024-06-07 12:00:00,17.6,66,6.8
2024-06-07 13:00:00,18.2,64,8.4
2024-06-07 14:00:00,19.3,58,11.7
2024-06-07 15:00:00,18.9,60,12.5
2024-06-07 16:00:00,18.2,62,12.2
2024-06-07 17:00:00,16.9,69,12.2
2024-06-07 18:00:00,15.1,79,6.8
2024-06-07 19:00:00,14.0,84,6.9
2024-06-07 20:00:00,12.3,94,4.4
2024-06-07 21:00:00,11.6,96,4.5
2024-06-07 22:00:00,11.5,96,4.4
2024-06-07 23:00:00,11.4,97,4.2
2024-06-08 00:00:00,10.6,99,3.8
2024-06-08 01:00:00,11.1,98,3.3
2024-06-08 02:00:00,10.6,99,3.1
2024-06-08 03:00:00,11.1,98,0.8
2024-06-08 04:00:00,9.8,100,2.6
2024-06-08 05:00:00,9.7,99,3.1
2024-06-08 06:00:00,9.1,100,3.4
2024-06-08 07:00:00,11.5,92,2.4
2024-06-08 08:00:00,13.9,85,3.6
2024-06-08 09:00:00,15.6,77,2.6
2024-06-08 10:00:00,17.3,69,4.0
2024-06-08 11:00:00,19.0,63,7.2
2024-06-08 12:00:00,20.2,58,10.7
2024-06-08 13:00:00,20.2,59,12.1
2024-06-08 14:00:00,19.7,60,10.2
2024-06-08 15:00:00,18.0,69,6.9
2024-06-08 16:00:00,17.2,73,5.2
2024-06-08 17:00:00,16.2,76,6.2
2024-06-08 18:00:00,14.4,86,5.4
2024-06-08 19:00:00,12.5,92,4.3
2024-06-08 20:00:00,12.4,95,4.0
2024-06-08 21:00:00,12.0,96,4.0
2024-06-08 22:00:00,11.2,99,3.1
2024-06-08 23:00:00,11.8,98,3.4
2024-06-09 00:00:00,11.7,99,3.6
2024-06-09 01:00:00,11.4,98,3.7
2024-06-09 02:00:00,11.6,97,1.6
2024-06-09 03:00:00,10.8,100,3.0
2024-06-09 04:00:00,10.6,99,3.9
2024-06-09 05:00:00,10.1,100,2.5
2024-06-09 06:00:00,9.9,100,1.5
2024-06-09 07:00:00,11.2,95,3.7
2024-06-09 08:00:00,14.6,81,3.9
2024-06-09 09:00:00,16.0,75,1.9
2024-06-09 10:00:00,18.2,67,4.0
2024-06-09 11:00:00,18.8,62,4.7
2024-06-09 12:00:00,19.2,62,3.4
2024-06-09 13:00:00,18.5,64,3.7
2024-06-09 14:00:00,19.6,60,4.2
2024-06-09 15:00:00,17.5,73,1.3
2024-06-09 16:00:00,15.4,81,6.9
2024-06-09 17:00:00,15.2,88,1.0
2024-06-09 18:00:00,14.4,96,0.7
2024-06-09 19:00:00,12.6,98,4.5
2024-06-09 20:00:00,11.6,97,6.5
2024-06-09 21:00:00,11.2,98,5.4
2024-06-09 22:00:00,12.2,95,3.1
2024-06-09 23:00:00,11.9,96,3.8
2024-06-10 00:00:00,12.6,94,1.6
2024-06-10 01:00:00,12.1,96,1.5
2024-06-10 02:00:00,11.8,98,1.5
2024-06-10 03:00:00,11.1,100,1.1
2024-06-10 04:00:00,11.6,98,2.2
2024-06-10 05:00:00,11.3,99,3.2
2024-06-10 06:00:00,10.1,100,5.0
2024-06-10 07:00:00,12.1,94,5.6
2024-06-10 08:00:00,13.6,84,3.7
2024-06-10 09:00:00,15.5,75,2.9
2024-06-10 10:00:00,17.4,69,3.3
2024-06-10 11:00:00,19.0,63,7.1
2024-06-10 12:00:00,19.5,59,9.2
2024-06-10 13:00:00,20.0,56,9.9
2024-06-10 14:00:00,19.2,59,9.2
2024-06-10 15:00:00,18.9,61,8.7
2024-06-10 16:00:00,18.0,64,7.5
2024-06-10 17:00:00,16.5,77,4.5
2024-06-10 18:00:00,14.7,95,3.2
2024-06-10 19:00:00,13.9,95,4.8
2024-06-10 20:00:00,13.1,96,3.1
2024-06-10 21:00:00,11.8,98,5.0
2024-06-10 22:00:00,11.6,98,5.4
2024-06-10 23:00:00,11.1,97,5.4
2024-06-11 00:00:00,11.4,98,3.7
2024-06-11 01:00:00,12.0,98,1.3
2024-06-11 02:00:00,11.1,99,2.3
2024-06-11 03:00:00,10.8,100,3.3
2024-06-11 04:00:00,10.5,100,4.8
2024-06-11 05:00:00,10.1,100,4.6
2024-06-11 06:00:00,9.4,100,5.0
2024-06-11 07:00:00,11.8,94,2.9
2024-06-11 08:00:00,13.4,88,1.6
2024-06-11 09:00:00,14.6,83,3.8
2024-06-11 10:00:00,14.1,86,5.4
2024-06-11 11:00:00,15.8,80,7.6
2024-06-11 12:00:00,17.6,71,6.5
2024-06-11 13:00:00,18.9,66,7.4
2024-06-11 14:00:00,18.0,65,11.6
2024-06-11 15:00:00,18.1,64,11.4
2024-06-11 16:00:00,17.9,63,11.8
2024-06-11 17:00:00,16.1,73,9.4
2024-06-11 18:00:00,14.4,83,5.7
2024-06-11 19:00:00,12.1,92,5.0
2024-06-11 20:00:00,13.2,86,1.9
2024-06-11 21:00:00,11.4,95,4.6
2024-06-11 22:00:00,11.3,97,4.1
2024-06-11 23:00:00,9.9,98,6.9
2024-06-12 00:00:00,10.1,97,6.6
2024-06-12 01:00:00,8.9,98,5.9
2024-06-12 02:00:00,8.8,99,3.3
2024-06-12 03:00:00,7.8,100,3.7
2024-06-12 04:00:00,7.9,99,2.9
2024-06-12 05:00:00,7.7,99,2.5
2024-06-12 06:00:00,7.3,99,2.9
2024-06-12 07:00:00,10.6,92,2.8
2024-06-12 08:00:00,13.8,74,2.6
2024-06-12 09:00:00,15.3,69,1.4
2024-06-12 10:00:00,16.5,64,3.3
2024-06-12 11:00:00,17.9,59,5.4
2024-06-12 12:00:00,19.0,56,8.9
2024-06-12 13:00:00,19.8,53,9.7
2024-06-12 14:00:00,19.5,53,10.0
2024-06-12 15:00:00,18.4,61,9.2
2024-06-12 16:00:00,18.3,63,7.5
2024-06-12 17:00:00,16.8,72,7.4
2024-06-12 18:00:00,15.1,81,5.2
2024-06-12 19:00:00,13.3,89,4.8
2024-06-12 20:00:00,12.2,92,4.2
2024-06-12 21:00:00,11.5,95,4.7
2024-06-12 22:00:00,10.8,96,5.4
2024-06-12 23:00:00,10.7,97,3.6
2024-06-13 00:00:00,10.7,98,3.0
2024-06-13 01:00:00,10.9,97,2.6
2024-06-13 02:00:00,9.8,99,3.1
2024-06-13 03:00:00,9.8,98,3.8
2024-06-13 04:00:00,9.1,98,2.9
2024-06-13 05:00:00,8.4,98,2.9
2024-06-13 06:00:00,7.8,98,4.1
2024-06-13 07:00:00,11.8,88,2.6
2024-06-13 08:00:00,14.6,77,0.0
2024-06-13 09:00:00,16.9,68,1.9
2024-06-13 10:00:00,18.7,59,5.6
2024-06-13 11:00:00,19.0,57,9.2
2024-06-13 12:00:00,20.0,53,10.6
2024-06-13 13:00:00,20.4,53,9.9
2024-06-13 14:00:00,21.0,53,6.2
2024-06-13 15:00:00,18.4,68,8.1
2024-06-13 16:00:00,16.6,78,9.4
2024-06-13 17:00:00,15.8,83,5.0
2024-06-13 18:00:00,14.2,92,5.4
2024-06-13 19:00:00,13.6,92,5.3
2024-06-13 20:00:00,12.3,97,6.0
2024-06-13 21:00:00,12.1,99,4.7
2024-06-13 22:00:00,11.5,100,5.1
2024-06-13 23:00:00,11.8,99,1.1
2024-06-14 00:00:00,11.3,99,2.6
2024-06-14 01:00:00,10.3,99,2.7
2024-06-14 02:00:00,9.9,99,2.2
2024-06-14 03:00:00,10.1,98,2.2
2024-06-14 04:00:00,9.7,98,2.5
2024-06-14 05:00:00,9.4,99,2.7
2024-06-14 06:00:00,8.4,100,2.3
2024-06-14 07:00:00,11.4,93,2.3
2024-06-14 08:00:00,14.9,82,1.9
2024-06-14 09:00:00,16.9,72,2.9
2024-06-14 10:00:00,18.2,69,2.5
2024-06-14 11:00:00,20.0,60,7.6
2024-06-14 12:00:00,20.8,55,9.4
2024-06-14 13:00:00,20.5,53,8.3
2024-06-14 14:00:00,20.4,54,8.4
2024-06-14 15:00:00,20.2,53,8.0
2024-06-14 16:00:00,18.1,61,5.7
2024-06-14 17:00:00,16.2,76,7.1
2024-06-14 18:00:00,14.8,92,1.8
2024-06-14 19:00:00,14.4,92,2.6
2024-06-14 20:00:00,12.8,99,4.7
2024-06-14 21:00:00,12.5,96,6.1
2024-06-14 22:00:00,12.4,96,4.2
2024-06-14 23:00:00,12.4,97,2.4
2024-06-15 00:00:00,12.6,95,1.1
2024-06-15 01:00:00,12.1,97,1.8
2024-06-15 02:00:00,11.2,99,3.3
2024-06-15 03:00:00,10.1,100,4.5
2024-06-15 04:00:00,9.5,100,3.8
2024-06-15 05:00:00,9.8,99,2.6
2024-06-15 06:00:00,9.4,99,1.6
2024-06-15 07:00:00,11.2,96,2.8
2024-06-15 08:00:00,13.3,92,1.3
2024-06-15 09:00:00,15.1,81,1.9
2024-06-15 10:00:00,16.0,78,2.7
2024-06-15 11:00:00,17.2,73,4.7
2024-06-15 12:00:00,18.0,70,4.3
2024-06-15 13:00:00,17.1,74,2.6
2024-06-15 14:00:00,17.8,72,8.1
2024-06-15 15:00:00,17.5,67,6.5
2024-06-15 16:00:00,15.6,82,4.4
2024-06-15 17:00:00,14.6,90,5.4
2024-06-15 18:00:00,13.6,99,5.4
2024-06-15 19:00:00,13.3,99,1.8
2024-06-15 20:00:00,12.5,99,4.0
2024-06-15 21:00:00,12.9,99,1.9
2024-06-15 22:00:00,12.4,99,2.8
2024-06-15 23:00:00,12.2,99,3.7
2024-06-16 00:00:00,11.9,99,3.3
2024-06-16 01:00:00,11.9,99,1.6
2024-06-16 02:00:00,11.9,95,0.7
2024-06-16 03:00:00,11.9,95,0.0
2024-06-16 04:00:00,11.5,99,2.9
2024-06-16 05:00:00,11.6,96,2.1
2024-06-16 06:00:00,11.0,99,3.4
2024-06-16 07:00:00,11.9,95,2.5
2024-06-16 08:00:00,12.5,96,1.6
2024-06-16 09:00:00,13.6,92,2.6
2024-06-16 10:00:00,14.1,87,3.3
2024-06-16 11:00:00,16.1,73,6.2
2024-06-16 12:00:00,16.8,66,8.4
2024-06-16 13:00:00,17.5,62,10.2
2024-06-16 14:00:00,16.6,67,11.2
2024-06-16 15:00:00,17.0,64,10.5
2024-06-16 16:00:00,16.4,67,10.3
2024-06-16 17:00:00,15.4,69,10.5
2024-06-16 18:00:00,13.9,75,8.4
2024-06-16 19:00:00,12.4,82,6.4
2024-06-16 20:00:00,10.8,87,5.4
2024-06-16 21:00:00,9.4,93,4.4
2024-06-16 22:00:00,8.6,95,5.1
2024-06-16 23:00:00,8.2,94,5.5
2024-06-17 00:00:00,7.6,95,5.0
2024-06-17 01:00:00,7.0,96,6.0
2024-06-17 02:00:00,6.8,96,5.2
2024-06-17 03:00:00,6.3,96,3.3
2024-06-17 04:00:00,6.2,96,3.1
2024-06-17 05:00:00,5.6,97,3.5
2024-06-17 06:00:00,5.7,97,2.9
2024-06-17 07:00:00,9.8,87,3.3
2024-06-17 08:00:00,13.5,75,3.8
2024-06-17 09:00:00,15.8,67,2.9
2024-06-17 10:00:00,16.8,65,2.6
2024-06-17 11:00:00,18.6,56,5.6
2024-06-17 12:00:00,20.2,51,9.2
2024-06-17 13:00:00,20.5,49,12.0
2024-06-17 14:00:00,20.5,50,11.4
2024-06-17 15:00:00,19.6,52,11.6
2024-06-17 16:00:00,18.8,56,12.8
2024-06-17 17:00:00,17.2,66,8.2
2024-06-17 18:00:00,14.7,81,7.1
2024-06-17 19:00:00,13.1,85,4.5
2024-06-17 20:00:00,11.8,91,4.7
2024-06-17 21:00:00,11.1,95,4.8
2024-06-17 22:00:00,10.6,95,3.3
2024-06-17 23:00:00,10.9,95,3.4
2024-06-18 00:00:00,10.3,96,3.8
2024-06-18 01:00:00,11.2,94,3.4
2024-06-18 02:00:00,10.1,98,3.7
2024-06-18 03:00:00,9.7,100,2.3
2024-06-18 04:00:00,8.9,100,2.4
2024-06-18 05:00:00,8.9,100,1.8
2024-06-18 06:00:00,8.8,98,1.1
2024-06-18 07:00:00,9.7,97,1.1
2024-06-18 08:00:00,13.8,84,0.5
2024-06-18 09:00:00,16.6,71,1.1
2024-06-18 10:00:00,17.4,66,0.8
2024-06-18 11:00:00,19.3,60,4.0
2024-06-18 12:00:00,20.8,52,8.8
2024-06-18 13:00:00,19.1,60,11.7
2024-06-18 14:00:00,16.3,82,4.6
2024-06-18 15:00:00,16.6,74,1.4
2024-06-18 16:00:00,16.5,81,1.3
2024-06-18 17:00:00,15.9,79,4.0
2024-06-18 18:00:00,13.9,93,1.8
2024-06-18 19:00:00,12.9,97,2.9
2024-06-18 20:00:00,13.6,92,3.1
2024-06-18 21:00:00,12.6,97,2.1
2024-06-18 22:00:00,11.9,99,3.0
2024-06-18 23:00:00,11.6,99,2.5
2024-06-19 00:00:00,11.4,100,3.5
2024-06-19 01:00:00,11.1,99,3.1
2024-06-19 02:00:00,11.1,99,2.2
2024-06-19 03:00:00,10.1,100,2.7
2024-06-19 04:00:00,10.6,100,1.5
2024-06-19 05:00:00,10.1,99,2.8
2024-06-19 06:00:00,10.1,99,2.6
2024-06-19 07:00:00,11.3,99,2.7
2024-06-19 08:00:00,13.6,90,1.8
2024-06-19 09:00:00,15.2,80,3.1
2024-06-19 10:00:00,16.4,74,4.1
2024-06-19 11:00:00,18.2,65,4.6
2024-06-19 12:00:00,18.5,62,3.8
2024-06-19 13:00:00,15.7,78,8.4
2024-06-19 14:00:00,15.8,77,3.7
2024-06-19 15:00:00,16.9,71,2.2
2024-06-19 16:00:00,17.4,67,3.1
2024-06-19 17:00:00,16.2,74,3.9
2024-06-19 18:00:00,14.4,86,3.1
2024-06-19 19:00:00,13.2,93,2.6
2024-06-19 20:00:00,12.6,94,6.2
2024-06-19 21:00:00,12.6,94,3.7
2024-06-19 22:00:00,11.4,95,4.1
2024-06-19 23:00:00,11.2,96,3.0
2024-06-20 00:00:00,10.4,99,2.6
2024-06-20 01:00:00,10.1,98,3.4
2024-06-20 02:00:00,10.1,98,2.9
2024-06-20 03:00:00,9.4,99,3.3
2024-06-20 04:00:00,9.0,99,4.1
2024-06-20 05:00:00,9.3,98,3.3
2024-06-20 06:00:00,9.2,98,2.2
2024-06-20 07:00:00,11.3,92,0.8
2024-06-20 08:00:00,13.6,90,1.8
2024-06-20 09:00:00,15.2,78,3.5
2024-06-20 10:00:00,16.9,67,2.5
2024-06-20 11:00:00,18.5,59,6.6
2024-06-20 12:00:00,19.4,56,10.7
2024-06-20 13:00:00,19.2,56,9.8
2024-06-20 14:00:00,20.0,52,10.7
2024-06-20 15:00:00,19.0,63,9.9
2024-06-20 16:00:00,17.0,73,7.9
2024-06-20 17:00:00,15.4,90,1.8
2024-06-20 18:00:00,13.0,99,2.3
2024-06-20 19:00:00,12.7,99,3.1
2024-06-20 20:00:00,12.6,99,4.0
2024-06-20 21:00:00,12.3,100,3.6
2024-06-20 22:00:00,11.5,100,4.2
2024-06-20 23:00:00,11.5,99,3.4
2024-06-21 00:00:00,10.9,100,3.1
2024-06-21 01:00:00,10.4,100,4.0
2024-06-21 02:00:00,9.9,100,4.1
2024-06-21 03:00:00,9.2,100,6.0
2024-06-21 04:00:00,9.2,99,4.7
2024-06-21 05:00:00,8.2,99,5.1
2024-06-21 06:00:00,8.2,99,5.7
2024-06-21 07:00:00,11.1,92,3.9
2024-06-21 08:00:00,13.4,86,3.4
2024-06-21 09:00:00,15.4,77,2.5
2024-06-21 10:00:00,16.9,68,3.9
2024-06-21 11:00:00,18.3,62,8.5
2024-06-21 12:00:00,18.8,59,12.0
2024-06-21 13:00:00,18.2,62,11.7
2024-06-21 14:00:00,18.4,62,8.8
2024-06-21 15:00:00,18.9,59,9.0
2024-06-21 16:00:00,18.3,60,8.4
2024-06-21 17:00:00,17.0,67,6.8
2024-06-21 18:00:00,14.6,80,4.3
2024-06-21 19:00:00,13.5,84,3.7
2024-06-21 20:00:00,11.8,93,4.8
2024-06-21 21:00:00,10.4,95,6.1
2024-06-21 22:00:00,9.9,97,4.4
2024-06-21 23:00:00,10.3,98,2.9
2024-06-22 00:00:00,9.7,99,2.5
2024-06-22 01:00:00,9.2,99,2.6
2024-06-22 02:00:00,9.2,100,1.5
2024-06-22 03:00:00,9.2,100,0.8
2024-06-22 04:00:00,9.1,100,1.6
2024-06-22 05:00:00,8.6,100,1.6
2024-06-22 06:00:00,8.2,100,1.3
2024-06-22 07:00:00,10.4,94,3.6
2024-06-22 08:00:00,13.9,79,2.5
2024-06-22 09:00:00,16.2,70,2.0
2024-06-22 10:00:00,17.9,64,2.5
2024-06-22 11:00:00,19.5,58,4.8
2024-06-22 12:00:00,19.5,58,6.4
2024-06-22 13:00:00,19.0,59,5.2
2024-06-22 14:00:00,19.0,59,6.8
2024-06-22 15:00:00,19.5,56,7.8
2024-06-22 16:00:00,18.8,57,6.9
2024-06-22 17:00:00,17.9,62,7.7
2024-06-22 18:00:00,14.5,81,4.3
2024-06-22 19:00:00,12.6,90,4.2
2024-06-22 20:00:00,12.6,90,4.5
2024-06-22 21:00:00,11.8,95,4.9
2024-06-22 22:00:00,11.2,97,4.0
2024-06-22 23:00:00,10.6,99,3.6
2024-06-23 00:00:00,10.0,99,4.5
2024-06-23 01:00:00,9.2,100,4.0
2024-06-23 02:00:00,9.6,99,1.4
2024-06-23 03:00:00,9.2,100,1.9
2024-06-23 04:00:00,9.7,99,2.7
2024-06-23 05:00:00,8.9,100,2.8
2024-06-23 06:00:00,8.9,100,2.4
2024-06-23 07:00:00,10.8,95,2.3
2024-06-23 08:00:00,12.9,90,0.8
2024-06-23 09:00:00,15.6,77,2.4
2024-06-23 10:00:00,17.0,71,3.8
2024-06-23 11:00:00,15.9,73,5.9
2024-06-23 12:00:00,17.1,69,6.0
2024-06-23 13:00:00,18.5,67,5.4
2024-06-23 14:00:00,17.1,75,8.1
2024-06-23 15:00:00,17.6,70,6.9
2024-06-23 16:00:00,16.9,72,8.5
2024-06-23 17:00:00,16.0,78,4.3
2024-06-23 18:00:00,14.1,92,4.1
2024-06-23 19:00:00,12.2,93,7.0
2024-06-23 20:00:00,11.1,95,6.0
2024-06-23 21:00:00,10.3,97,4.8
2024-06-23 22:00:00,9.8,99,4.1
2024-06-23 23:00:00,8.8,100,4.0
2024-06-24 00:00:00,8.8,100,4.0
2024-06-24 01:00:00,8.9,98,3.5
2024-06-24 02:00:00,8.4,99,4.1
2024-06-24 03:00:00,7.9,100,5.4
2024-06-24 04:00:00,8.2,100,4.3
2024-06-24 05:00:00,7.3,100,3.8
2024-06-24 06:00:00,7.1,100,4.1
2024-06-24 07:00:00,10.6,92,3.5
2024-06-24 08:00:00,12.9,87,1.5
2024-06-24 09:00:00,15.4,74,2.6
2024-06-24 10:00:00,16.8,67,4.2
2024-06-24 11:00:00,18.9,60,3.3
2024-06-24 12:00:00,20.8,51,9.4
2024-06-24 13:00:00,18.4,66,5.4
2024-06-24 14:00:00,18.0,71,2.9
2024-06-24 15:00:00,16.9,72,6.1
2024-06-24 16:00:00,15.8,78,7.6
2024-06-24 17:00:00,14.8,83,6.1
2024-06-24 18:00:00,13.6,90,4.7
2024-06-24 19:00:00,12.4,95,4.0
2024-06-24 20:00:00,11.9,94,5.7
2024-06-24 21:00:00,11.1,95,5.0
2024-06-24 22:00:00,11.4,96,4.2
2024-06-24 23:00:00,11.4,99,4.0
2024-06-25 00:00:00,10.7,99,4.8
2024-06-25 01:00:00,10.4,99,4.2
2024-06-25 02:00:00,10.3,99,3.9
2024-06-25 03:00:00,9.6,99,5.9
2024-06-25 04:00:00,10.1,99,3.1
2024-06-25 05:00:00,10.2,99,4.5
2024-06-25 06:00:00,10.2,98,1.1
2024-06-25 07:00:00,11.7,94,0.4
2024-06-25 08:00:00,13.0,89,3.1
2024-06-25 09:00:00,14.2,81,3.3
2024-06-25 10:00:00,14.9,77,2.9
2024-06-25 11:00:00,17.1,65,6.6
2024-06-25 12:00:00,18.5,58,9.9
2024-06-25 13:00:00,18.2,59,13.0
2024-06-25 14:00:00,18.5,58,12.0
2024-06-25 15:00:00,18.5,56,12.0
2024-06-25 16:00:00,17.9,58,9.5
2024-06-25 17:00:00,17.2,61,7.1
2024-06-25 18:00:00,14.1,79,7.2
2024-06-25 19:00:00,13.1,79,6.6
2024-06-25 20:00:00,11.9,78,5.2
2024-06-25 21:00:00,11.9,84,4.1
2024-06-25 22:00:00,10.8,92,4.4
2024-06-25 23:00:00,10.0,95,4.7
2024-06-26 00:00:00,10.4,95,3.2
2024-06-26 01:00:00,11.2,92,2.5
2024-06-26 02:00:00,10.8,96,1.5
2024-06-26 03:00:00,10.8,97,1.5
2024-06-26 04:00:00,10.6,98,1.3
2024-06-26 05:00:00,10.2,100,1.3
2024-06-26 06:00:00,10.0,99,1.3
2024-06-26 07:00:00,11.1,93,0.8
2024-06-26 08:00:00,13.9,78,2.9
2024-06-26 09:00:00,16.4,66,5.1
2024-06-26 10:00:00,17.5,59,8.4
2024-06-26 11:00:00,17.5,62,11.1
2024-06-26 12:00:00,18.6,56,11.5
2024-06-26 13:00:00,19.0,56,14.0
2024-06-26 14:00:00,18.0,61,16.3
2024-06-26 15:00:00,17.8,60,12.6
2024-06-26 16:00:00,17.0,64,12.0
2024-06-26 17:00:00,15.9,70,10.0
2024-06-26 18:00:00,14.1,79,5.4
2024-06-26 19:00:00,12.1,90,3.4
2024-06-26 20:00:00,11.2,91,4.5
2024-06-26 21:00:00,10.9,95,3.6
2024-06-26 22:00:00,9.9,97,5.7
2024-06-26 23:00:00,9.2,98,7.0
2024-06-27 00:00:00,9.1,98,6.4
2024-06-27 01:00:00,9.1,99,3.6
2024-06-27 02:00:00,8.9,99,2.9
2024-06-27 03:00:00,8.6,99,2.7
2024-06-27 04:00:00,8.9,99,2.4
2024-06-27 05:00:00,8.8,99,1.1
2024-06-27 06:00:00,8.9,98,1.6
2024-06-27 07:00:00,10.1,93,2.3
2024-06-27 08:00:00,13.2,82,1.9
2024-06-27 09:00:00,15.6,71,2.3
2024-06-27 10:00:00,17.5,61,3.3
2024-06-27 11:00:00,17.9,60,7.1
2024-06-27 12:00:00,18.9,57,8.8
2024-06-27 13:00:00,19.1,57,5.8
2024-06-27 14:00:00,18.0,64,8.3
2024-06-27 15:00:00,16.2,75,5.6
2024-06-27 16:00:00,17.1,67,7.3
2024-06-27 17:00:00,16.7,69,5.7
2024-06-27 18:00:00,14.1,85,5.0
2024-06-27 19:00:00,12.2,94,4.7
2024-06-27 20:00:00,12.6,90,0.5
2024-06-27 21:00:00,10.1,97,3.9
2024-06-27 22:00:00,9.8,98,3.6
2024-06-27 23:00:00,9.9,99,2.8
2024-06-28 00:00:00,9.8,99,3.6
2024-06-28 01:00:00,9.9,99,2.9
2024-06-28 02:00:00,9.4,100,3.5
2024-06-28 03:00:00,9.9,100,1.6
2024-06-28 04:00:00,10.0,99,1.0
2024-06-28 05:00:00,9.9,100,2.1
